flow_uuid,flow_name_zh,flow_name_en,flow_type,default_unit,unit_group,compartment,updated_at
7b254cf7-a1d9-40aa-a5c6-e4ec831191fa,胶合板、纤维板、刨花板、其他人造板（非木质人造板、细木工板、胶合木、重组装饰材、饰面人造板等）,Plywood,Product flow,m3,Units of volume,Materials production;Wood,2024-01-03T16:03:41.297471+08:00
7b2fe9b1-13be-4c47-a6c9-21b899c724ad,皮明胶,Hide Glue,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.071658+08:00
7b385b3e-fd0d-43e9-8408-198622ff7fcb,氟化铵,Ammonium fluoride,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:21.354115+08:00
7b5c6024-a152-4c62-bcba-fccd02c7b860,熏煮火腿、熏煮香肠、香肠制品、血布丁、发酵香肠、培根、火腿、肉灌肠、生鲜香肠,Ham,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.551067+08:00
7b5c7571-7487-43f8-a86a-ef9c2228bdd4,铜基混合废物,Copper-based mixed waste,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:20.949220+08:00
7b656504-e685-4170-ab6a-56f948c994ee,乙酸乙酯,Ethyl acetate,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.255087+08:00
7b7e949c-8202-4f49-a747-9d4b94d470d3,国内铜废料,Domestic-copper scrap,Product flow,kg,Units of mass,Wastes;Mining waste,2024-04-16T19:00:23.188376+08:00
7b973a02-b45b-4f5a-a640-a9b5ae65584b,鲍鱼,Abalone,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.493596+08:00
7bc26db5-b0aa-410d-93ee-1c96d34336ba,竹制人造板,Bamboo Man-made Board,Product flow,m3,Units of volume,Materials production;Wood,2024-01-03T16:03:41.306971+08:00
7bcccfb2-c539-4fbe-be2b-564cbda8a78e,氟化氢铵,Ammonium Bifluoride,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:20.934615+08:00
7bdf8e03-06f3-4377-bd78-ec92647a53ab,氧化铝,Alumina,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.366235+08:00
7be1c6b1-6073-4b3a-98a0-823859889d31,稀土硫酸盐,Rare Earth Element sulfate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.642224+08:00
7c12094c-e769-45f7-9347-5592e383fa90,铌粉,NIOBIUM,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.983885+08:00
7c43cf2b-6b06-4675-a70f-3c53fdb37735,铜管,copper tube,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
7c5dfad5-1ed5-4dbe-a1b9-4ae10cadb1e6,甲醛,Formaldehyde,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.517899+08:00
7c6f0597-0a8b-4677-abca-a5f59b1c012c,葡萄糖,Glucose,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.961122+08:00
7c859ac1-bd93-415d-9754-ae93a2dad8a5,陈设艺术陶瓷,Chinese Pottery,Product flow,Item(s),Units of items,Materials production;Glass and ceramics,2024-01-03T16:03:41.251337+08:00
7ca82112-4623-41ef-a44e-84fff0a60979,印刷品（承印物为金属）,Printing Term Dictionary,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.185308+08:00
7cacbf87-9707-4f6d-9ff8-830158c75b20,聚四氟乙烯,Polytetrafluoroethylene (PTFE),Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.614439+08:00
7cdd8035-8640-4f76-84e5-35d89e7f0661,软件服务行业 - CN,Software services Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.983189+08:00
7d1b4399-7a78-4c5a-ac42-21fc25dfa932,草酸钕,Neodymium oxalate,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:20.833721+08:00
7d2eb91c-a6cf-4967-a9ee-068d1eb0c2bc,磷酸盐,Iron phosphate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.598768+08:00
7d3415cc-3d37-43ef-ad10-d36736508842,硫酸亚铁溶解,Iron sulphate dissolution,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,1998-05-01T00:00:00+01:00
7d343b78-c681-4037-abbb-2dd8b179c1c6,造纸产生的固体废物,"Waste, solid, from paper production",Waste flow,kg,Units of mass,Wastes;Production residues,2023-09-01T20:22:54.247748+08:00
7ddf46e0-d4d8-4862-8f9d-e6ad70e4313c,风力塔基础,Wind tower foundation,Product flow,m3,Units of volume,Systems;Construction,2024-04-16T19:00:22.187948+08:00
7de70586-42d8-40bb-a687-e0e0c05722e4,钢坯,Billet,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:21.441215+08:00
7df178d6-377b-496c-8836-5718e4133d6c,塑粉,Clay Sculpture Powder,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-01-03T16:03:41.423649+08:00
7e0caeab-a6f8-4706-b349-7ed22e0832bb,废塑料、废线路板,Waste Plastic,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.560836+08:00
7e2df04c-d05f-4915-9a85-20f1eb09320e,螯合剂,Chelating Agent,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.779551+08:00
7e651d9d-def5-4291-beba-f741a7891e1d,白炭黑,Silica,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.341436+08:00
7e6ef577-653b-4ef1-9b41-74f1e31c2ff3,0.05mm 蚀刻箔铝线圈,Al coil of 0.05mm etched foil,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:23.038679+08:00
7e78f0a8-c042-47ca-a742-3bac92be1477,废聚乙烯,Waste Polyethylene,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:22.367548+08:00
7e7bc663-f25c-4043-91f0-0c947a46abab,镁渣,Magnesium slag,Waste flow,kg,Units of mass,Wastes;Production residues,2023-09-01T20:22:54.155549+08:00
7e956d6a-4b43-495a-8aac-ca00d22820f7,黄铁矿烧渣,Pyrite cinder,Waste flow,kg,Units of mass,Wastes;Production residues,2023-09-01T20:22:54.202398+08:00
7ea177ac-eb74-4551-99ea-d015070bfb50,燃料,Fuel,Product flow,kg,Units of mass,Energy carriers and technologies;Other non-renewable fuels,2024-04-16T19:00:21.525803+08:00
7eb01b83-1b1d-43e4-a5bc-258755063c11,耐火材料,refractory,Waste flow,kg,Units of mass,Wastes;Production residues,2012-01-20T10:26:17+01:00
7eb1305f-1699-42da-b23f-e9fb3e05c137,艺术和手工艺品行业 - CN,Arts and crafts Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.899756+08:00
7eb7726d-f3e5-4d23-b24d-dde3f34ff35a,塑料包装箱及容器,Plastic Packaging Box and Container,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.547537+08:00
7ed38ce9-37f3-4957-89d2-153b63e127dd,块矿,Lump ore,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.200855+08:00
7ef77df4-d214-4fb9-bb20-8ee3d8b23158,卤水 （0.09%锂含量）,Brine (0.09% Li),Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.489781+08:00
7f0b2ade-9ce4-4cbb-a05f-6a30d7fbf0cc,裂开的木材,Cleft timber,Product flow,kg,Units of mass,Materials production;Wood,2024-04-16T19:00:20.882094+08:00
7f0ce556-f991-414d-a926-7cac887db5e7,纸灰,Paper Ash,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:23.306846+08:00
7f25f26b-e7ba-4abe-8fce-a34cfd5b7dac,涂料（水性UV）,Waterborne Coating (Water-based UV),Product flow,kg,Units of mass,Systems;Paints and chemical preparations,2024-01-03T16:03:41.385176+08:00
7f4edc90-231c-4e15-aacb-1b09dca0ea93,玉米,Maize,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.001438+08:00
7f574b09-9b2c-47e2-b38d-a883f15ddeeb,铜矿,Copper ore,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.374588+08:00
7f66a262-7b1b-4e82-ace6-04f61c16decd,亚磷酸,Phosphorous acid,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:21.137685+08:00
7f6bb533-2d3c-43a6-ac60-6eef299d7c52,废弃水泥，水化,"Waste cement, hydrated",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.445820+08:00
7f8eef6e-3ea0-4f74-bf72-c6f95af2c3fc,无水乳脂,Anhydrous milk fat,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.030685+08:00
7fa4b201-b2bb-4783-9835-3749635b5fe6,金属制品行业 - CN,Metal products Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.924734+08:00
7faf7f23-4457-4624-b4cc-af075cd9ed6e,生物药品（不含血液制品）,Biopharmaceuticals,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.435970+08:00
7fcf6100-764e-41ca-af06-056495e2b8c4,氯氰菊酯,Cypermethrin,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.520264+08:00
7fd5ee11-bcf8-47eb-83b4-778ed51eac29,重油,Heavy oil,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2024-04-16T19:00:21.397913+08:00
7feab126-633f-438f-ba79-fe5e649e04cd,多相抽提系统,Multiphase extraction facilities,Product flow,Item(s),Units of items,Materials production;Other materials,2024-04-16T19:00:23.183857+08:00
8009e0f4-9f03-4a6c-9f41-c77fa52afa3f,连续长丝玻璃纤维,Continuous filament glass fibre,Product flow,kg,Units of mass,Materials production;Glass and ceramics,2012-12-03T11:31:33.353+01:00
80196b11-b861-4374-9966-995644f8799d,轻烃,Light Hydrocarbon,Product flow,kg,Units of mass,Energy carriers and technologies;Other non-renewable fuels,2024-04-16T19:00:22.380620+08:00
801e05b6-845d-4d04-80e4-9899dd329748,大豆,Soybean,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.566427+08:00
8032293b-d659-4a62-b375-aed00e4aa6f1,再生骨料,Recycled Aggregate,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:22.235274+08:00
805660ce-b445-4f11-84eb-0360a8508fd8,起爆具,Detonator,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.081211+08:00
80a32a82-0f7d-4112-a92e-5adcc89f1db3,夹心饼干/注心饼干/威化饼干,Sandwich Cookie,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.766453+08:00
80b38f98-0f77-4246-b53d-c24af6c9f85b,红糖,Brown Sugar,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.885611+08:00
80ba09d6-c428-40b8-a0b2-ef52d0501f57,苯并芘,Benzopyrene,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.878063+08:00
80bb2256-6641-4eeb-a52d-38c9f26d5500,"炉渣, 铀转化过程",Slag (uranium conversion),Waste flow,kg,Units of mass,Wastes;Radioactive waste,2015-07-27T23:14:06.069+01:00
80e2772b-119c-4565-a919-a70939d89dff,柠檬酸,Citric Acid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.015130+08:00
80f08413-405a-4f68-9aab-cee681236bb4,二氧化氯,Chlorine Dioxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.586923+08:00
810696bb-73e7-40e3-a640-bd324bc9678f,三氯化磷,Phosphorus trichloride,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.918190+08:00
81124cd4-5750-46e9-8b10-4f93b051955f,合金（镍、铁、铝等）,"Alloy (Ni, Fe, Al, etc.)",Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.340604+08:00
814891b5-8f6a-478a-a27c-7d506710c94a,酥性饼干/韧性饼干,Crispness Biscuit,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.839986+08:00
814f6916-86a1-4a88-b4f7-921438e09e1e,热轧高线材,Hot rolled high wire rod,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.064335+08:00
815f7e67-d1dc-451c-9afa-21f22389e8cf,卷烟,Cigarette,Product flow,Item(s),Units of items,Materials production;Organic chemicals,2024-01-03T16:03:41.327891+08:00
817c3650-4fed-4ef2-b9b6-404a198834e6,低合金钢,"Steel, low-alloyed",Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.895918+08:00
81956175-b862-4c07-9237-927d91af2120,铁粉,Iron powder,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.466694+08:00
81960a30-5488-4358-a28a-a0ee1f43f0f2,工业用水,Water for industrial use,Product flow,kg,Units of mass,Materials production;Water,2010-07-31T00:00:00+01:00
819b3d73-321f-4c77-8039-0fffab79e82f,猪,Pig,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.100066+08:00
81a842fb-8fab-416d-ad3c-4ad17d198ae0,冷轧无缝管,Cold-rolled seamless steel pipe,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.738959+08:00
81cc33f5-6800-461c-902e-f415d9e82189,P204（95%）P507（95%）,P204（95%）P507（95%）,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:22.347533+08:00
81d2ddb7-0f00-48a7-baa0-7602f7896a6d,废料和废物回收产品 各行业 - CN,Scrap and waste recycling products Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.956334+08:00
8215cec6-029b-4297-a8c2-6f893b1f8412,废水－已处理,waste water - treated,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2012-01-20T10:26:17+01:00
8219873f-00e6-4872-9362-d6b2c4ee4137,清洁类化妆品,Cleansing Cosmetics,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.481589+08:00
8219e62a-d6f8-454e-846b-23ab9e60e079,使用该水泥液浆屏障，所能阻隔放射性同位素向地下水迁移的污染土壤量,Cement slurry barrier,Product flow,m3,Units of volume,Materials production;Other materials,2024-04-16T19:00:23.166309+08:00
82274f0b-1ab8-4dd1-9536-ffa156ec3ca7,仪表空气,Instrument Air,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.621587+08:00
8228af26-accf-44b1-9e90-bb71e70cb3e1,甲酰胺碘,Formamidinium iodide,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:22.458285+08:00
82518aa4-94c7-49ff-9025-ec8d43d67dbd,桐籽,Tung tree seed,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.784594+08:00
825e6ea3-d5f3-49f6-872b-959c952ddb21,硫化物尾矿,Sulfidic tailing,Product flow,kg,Units of mass,Wastes;Mining waste,2024-04-16T19:00:20.835126+08:00
8273217c-f2f4-46e2-b54a-022123ca32fb,生物活性炭,Biochar based powdered activated carbon,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.288124+08:00
829f1d0f-28a6-445f-aa09-8dee38e8eead,涂布液（溶剂型）,Coating,Product flow,kg,Units of mass,Systems;Paints and chemical preparations,2024-01-03T16:03:41.278606+08:00
82b33e71-bfaa-49b4-9627-ee5963433f6e,玻璃（成型及加工）,Glass (formed & finished),Product flow,kg,Units of mass,Materials production;Glass and ceramics,2008-09-30T13:04:35+01:00
82ebdf68-85bd-4fcc-9c06-209da75b1748,铁路货物运输及辅助活动 行业 - CN,Railway transport for cargo and auxiliary activities Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.969071+08:00
82f5df4a-9ada-46d2-8686-b3b1265a8188,面包,Bread,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.848777+08:00
834342df-6799-4204-8420-c410f9ac3c9d,单晶硅片,Monocrystalline silicon,Product flow,Item(s),Units of items,Materials production;Metals and semimetals,2024-01-03T16:03:40.976454+08:00
83550a02-a64a-4877-a2b1-ecfca943b746,硫酸雾,Sulfuric acid mist,Product flow,kg,Units of mass,Emissions;Inorganic covalent compounds,2024-04-16T19:00:22.038281+08:00
838121e6-96bf-44cd-8a9a-514a5a0ccde6,发电机行业 - CN,Generators Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.943256+08:00
838a91d2-0210-405c-ae0d-041660328ed7,NCA 前体,NCA precursor,Product flow,kg,Units of mass,Energy carriers and technologies;Nuclear fuels,2024-04-16T19:00:22.987815+08:00
83a2b79c-4087-4aa0-9ea5-835461c031bd,气相抽提井,SVE well,Product flow,Item(s),Units of items,Materials production;Other materials,2024-04-16T19:00:23.218499+08:00
83ab01c8-e6b7-40bb-96ba-dce88f2f4fbe,塑料和纸与电解液的混合物,Mixture of plastic and paper with electrolyte,Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:23.030619+08:00
83d41fbd-4f54-4e79-a6ec-7245ef8bd258,二丙二醇单甲醚,Dipropylene glycol monomethyl ether,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.070783+08:00
83db61ae-95a3-42c2-9296-c1e4a1c06b9d,钛涂层,Titanium coating,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.892212+08:00
8434d452-4c33-48f2-a810-c9a5223994c6,清洗溶剂,Isopropanolamine,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.221301+08:00
84457099-537e-4ff6-bae9-66d5e8d0f092,内墙硅藻泥,Interior wall diatom mud,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.263676+08:00
845345cc-199f-4ec7-a923-a202de08afab,蛋黄粉,Yolk,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.827436+08:00
845a043f-713c-4674-89a0-d7a7bb7e5661,皂化剂,Saponifier,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.569377+08:00
845ef452-e5a8-45a8-a6ae-49f7964ab961,包装/箱夹,Packaging/box clamp,Product flow,kg,Units of mass,Systems;Packaging,2024-04-16T19:00:23.012439+08:00
84635f7a-c189-49f6-870c-53539e0744e3,镉镍电池,Nickel-Cadmium Battery,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:40.851001+08:00
846c44a9-426c-4f77-ab68-c52c894a4213,三氧化二锑,Antimony(III) oxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.416939+08:00
8474163c-05a5-46d5-93aa-cd75e50802a1,"尾矿, 未指明",tailings (unspecified),Waste flow,kg,Units of mass,Wastes;Mining waste,2012-01-20T10:26:17+01:00
8479264e-17b3-4c24-b64b-0e22b0397d2c,离子稀土矿,Ion-Absorbed Rare Earth Deposits,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.892008+08:00
847f0037-030a-4b41-a503-281a8043352c,无机化学试剂,Inorganic Chemical Reagents,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.558455+08:00
84a8c346-2832-400b-a2a6-421ef7701958,牛奶,Milk,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.289684+08:00
84bd1280-289e-441f-9bac-efb80723f2cc,绵羊蓝湿皮,Sheep,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.524827+08:00
84c7d6ba-7284-4268-bba1-358603253db2,白酒（液态）,Liquid Fermentation Baijiu,Product flow,m3,Units of volume,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.877227+08:00
84edc644-cd18-464c-8a85-2c0d8c26e4f9,锂辉石（0.6%氧化锂）,Spodumene（0.6% Li2O）,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:22.501967+08:00
850f9821-9518-4a54-a774-b3bd13814cf5,"化学废物，有毒, 未指明","chemical waste, toxic (unspecified)",Waste flow,kg,Units of mass,Wastes;Production residues,2012-01-20T10:26:17+01:00
851bcd26-69ef-4612-b22c-c077e8f685e5,发烟硫酸,Oleum,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.399366+08:00
851fd235-5a89-4cf9-b7da-5c278ed1dcbb,废固体,Waste solid,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:21.216685+08:00
854527a0-1a8f-43af-b7c5-8c20d22e61ff,硅砂,Silica sand,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:20.989214+08:00
858f8544-ed53-473b-8bfa-734455a25f3c,高冰镍,Nickel matte,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.945331+08:00
859642de-8042-48e8-9b57-0c3a859039d4,木质素磺酸盐,Lignin sulfonate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.358858+08:00
85977f80-d866-44ec-bac9-52cb2d9fb421,玻璃棉,Glass Wool,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-01-03T16:03:40.801328+08:00
85b299f8-b216-43ea-9414-56f3847f405e,砂岩,sandstone,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2023-09-01T20:22:54.211741+08:00
85b32f85-0a84-4474-9e55-a7c57a5e3634,可再生二次燃料,Secondary fuel renewable,Product flow,MJ,Units of energy,Wastes;Production residues,2012-11-01T00:00:00+01:00
85c3d99f-341d-42c8-8fb5-8c7c8ceab69d,锦纶6民用长丝,Nylon 6 filament yarn,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.191695+08:00
85df041d-c945-4afe-a8d4-0d80e16c3786,放射性尾矿,Radioactive tailings,Waste flow,kg,Units of mass,Wastes;Radioactive waste,2015-07-27T23:14:06.069+01:00
863a493f-dac9-4c50-8186-4d2dd373b1c4,水上客运行业 - CN,Water transport for passengers Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.971632+08:00
86a2a7c7-2f13-4462-a3b0-e04e439e89e1,硫酸锌,Zinc sulfate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.024872+08:00
86c5e9ec-e6a7-4b0c-9612-f83911b36fb3,废石墨,Waste Graphite,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:21.957959+08:00
86d4bf9a-59f6-4a01-b6ed-bdb3625a2714,甘油,Glycerol,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:23.464042+08:00
86f9646d-62d8-4883-b638-31422cd12d3e,"建筑拆除废物, 未指明","Demolition waste, unspecified",Waste flow,kg,Units of mass,Wastes,2015-07-27T23:14:06.038+01:00
87100d3b-3c80-4027-bb1b-64731ed611c2,氯化钾，工业级,"Potassium chloride, industrial grade",Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.821648+08:00
876ac59e-0c27-496e-99e6-e0852350bcd6,废油,used oil,Waste flow,kg,Units of mass,Wastes;Production residues,2012-01-20T10:26:17+01:00
87a0426d-4e45-4003-9055-22b872869dfb,酱香型白酒,Sauce Aroma Baijiu,Product flow,m3,Units of volume,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.842210+08:00
87c756b8-172c-44ea-b606-ca732bb361d4,脂肪酸,Fatty acid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.093306+08:00
87e29e9c-e4a7-4720-ab2c-ad332c509f0d,监测井,Monitoring well,Product flow,Item(s),Units of items,Systems;Construction,2024-04-16T19:00:22.640549+08:00
87f1d444-c96e-4751-b460-ba0b8a83fac1,颗粒活性碳装置,Granular active carbon unit,Product flow,Item(s),Units of items,Systems;Construction,2024-04-16T19:00:22.636027+08:00
8809c0fc-5652-42dd-9da5-424349179eea,矿用卡车,Mining truck,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.134351+08:00
88215d1b-e6b6-4ec7-af7f-83375e80637b,聚丙烯废料,Polypropylene Wastes,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:22.360786+08:00
8831c400-0544-4c24-8e59-93b791ee9bb7,采矿辅助服务及其他采矿业 Sectors - CN,Auxiliary mining services and other mining  Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.873540+08:00
883985d1-36fe-4309-80e3-3a2283eda1d3,胶粉,Rubber Powder,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.571253+08:00
88404745-8c11-4abe-9d8c-6a3e8ab9a382,镍钴合金,Nickel and Cobalt Alloy,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.082598+08:00
8855599a-b7ed-456d-94c7-123ed447afc9,双三氟甲基磺酰亚胺,Bis(trifluoromethane)sulfonimide,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.468469+08:00
885e9aae-efe4-4fba-947d-5f41269d923c,花生,Peanut,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:23.206574+08:00
8870a03b-a97c-4888-b208-4bdf3d573a0d,钢砂/钢丸,Cast Steel Shot,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.241836+08:00
8885183a-5ee5-492e-a31b-9f5f1ac9d636,阳极铜,Anode Copper,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.938994+08:00
888cd344-bb70-40b9-86d8-5a490a89718a,生物柴油,Biodiesel,Product flow,kg,Units of mass,Energy carriers and technologies;Renewable fuels,2024-01-03T16:03:41.076508+08:00
888e7520-545c-4857-a07a-094575afe6ca,密封带，铝/PE，50 毫米宽,"Sealing tape, aluminium/PE, 50 mm wide",Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:22.873664+08:00
88b5872a-205a-4ad3-97e4-18d74afcf341,焦粒,Scorched particle,Product flow,kg,Units of mass,Emissions;Particles,2024-04-16T19:00:23.054955+08:00
88c10493-a480-431e-9ea2-372d3a99318d,干消石灰,hydrated lime dry slaked,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2012-01-20T10:26:17+01:00
88eb6cae-e114-425b-b88a-5edf6677a947,高岭土粗填料,Kaolin coarse filler,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2012-06-29T13:18:36.206+02:00
88ed4c4a-359f-469d-a0d0-7387432ad473,生产支出,Production Expenditure,Product flow,EUR,Units of currency 2000,Other Services;Other services,2024-04-16T19:00:22.179055+08:00
890a70b7-b677-4e2a-8a1b-7d017e0a10ae,电力,Electricity,Product flow,MJ,Units of energy,Energy carriers and technologies;Electricity,2012-11-01T00:00:00+01:00
891bf6f9-d3d6-4370-a643-51ea882b227a,二价铅离子,Divalent lead ion,Product flow,kg,Units of mass,Emissions;Metal and semimetal elements and ions,2024-04-16T19:00:22.353264+08:00
895379c3-482c-42db-8aee-5d4805685442,鱼肝油,Fish Liver Oil,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.623197+08:00
