flow_uuid,flow_name_zh,flow_name_en,flow_type,default_unit,unit_group,compartment,updated_at
000abc1e-59e3-4336-bfd6-66575a4b0bda,3C锂电池,3C Lithium Battery,Product flow,kg,Units of mass,End-of-life treatment;Material recycling,2024-04-16T19:00:21.836969+08:00
00190a46-ce7b-4f42-961c-f5d50f1c0dce,聚合氯化铁,Polyferric chloride,Product flow,kg,Units of mass,End-of-life treatment;Waste water treatment,2024-04-16T19:00:21.425986+08:00
00665421-6d29-46d6-83cb-28766e3dec4b,印染棉布类,Printed Cotton Cloth,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.333754+08:00
00668183-76e0-4381-b8f3-bd68deb50ac9,再生金、含金再生原料,Regenerate,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.564171+08:00
008e406f-97a7-4823-a68d-0bd2c415ee72,冷轧污泥,Cold Rolling Sludge,Product flow,kg,Units of mass,Wastes;Production residues,2010-07-31T00:00:00+01:00
00972a31-f588-4947-937d-c1ff9e54b382,热解油、热解气、炭黑,Conduction Oil,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2024-01-03T16:03:41.569873+08:00
00b6b084-f103-4934-9d2a-cf449572cf12,冰淇淋,Ice cream,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.820920+08:00
00f8688a-9af4-40bf-95fd-8529f7bc70ce,木薯淀粉,Cassava Starch,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.780390+08:00
011968c9-fcbf-4a13-a2dd-3def4636a646,再生聚丙烯,Recycled Polypropylene,Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:22.365985+08:00
0123d60d-1c78-4a38-9fa0-90b1b6c9491e,工艺用水,Process water,Product flow,kg,Units of mass,Materials production;Water,2010-07-31T00:00:00+01:00
0138cf08-4438-417a-a910-a30cfbecdf16,电力和热力生产及供应行业 - CN,Electricity and heat production and supply Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.958050+08:00
015f9880-e888-44ed-8f50-3289b6aaa81a,松樟油,Pine camphor oil,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.334479+08:00
018da71b-2e3f-41d6-a889-eee14fddf3a1,玻璃废碎料,Glass Waste,Product flow,kg,Units of mass,Wastes;Production residues,2024-01-03T16:03:41.568892+08:00
019ce278-9df2-42f3-adac-66cc03b62204,硬脂酰苯甲酰甲烷,Stearoyl benzoyl methane,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:22.050905+08:00
019f5b53-6ae4-41aa-8e75-0f5fefaf4469,糖化酶,Glucoamylase,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.592850+08:00
01cf7e4e-1f7a-4720-b0c8-fee4b5990cd6,毛纺织品行业 - CN,Woolen textiles Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.889557+08:00
020cf17d-0881-41bd-b3d2-d9d14bd74319,日用化学产品 行业 - CN,Chemical products for daily use Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.909147+08:00
0212cd93-b75d-47db-966d-4692b225c53b,煤质活性炭,Coal-based powdered activated carbon,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.289689+08:00
02419b0d-bfaf-410a-bc49-66362adaacf3,油烟处理螯合剂,Fume Treatment Chelating Agent,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:22.219548+08:00
02677f39-1390-48f4-8eb7-44b5464627e8,常压渣油,Atmospheric Residue,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2024-01-03T16:03:40.665823+08:00
0278f2c1-cb27-4311-bcff-3f54a13e58d0,回收聚氯乙烯,Recycled Polyvinyl Chloride,Product flow,kg,Units of mass,Materials production;Plastics,2024-04-16T19:00:22.280351+08:00
0286ac90-a513-4ed7-9f8e-c2df707e5dbb,磁铁,Magnet,Product flow,kg,Units of mass,Wastes;Construction waste,2024-04-16T19:00:21.318948+08:00
02bb10a7-9104-49e4-88d9-119c33628d96,耐火材料消耗,Refractory consumption,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.856070+08:00
02d04a9e-345a-4580-93f9-61c2e785883c,页岩空心砖,Shale hollow brick,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.017673+08:00
02d5be4a-b4e9-4104-92b0-d28e0850f7f1,水泥，硅酸盐水泥，52.5MPa,"Cement, portland cement, 52.5mpa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.379696+08:00
02d864a0-fda9-4376-87fe-2b43eb039569,烧结类砖瓦及建筑砌块,Sintered Brick,Product flow,Item(s),Units of items,Materials production;Other mineralic materials,2024-01-03T16:03:40.798394+08:00
02f62137-e204-46e6-8e72-e88b450fbdc4,淬火油,Quenching Oil,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.217806+08:00
02fcb4b6-9caa-40d1-8954-c15e6d916afa,非电雷管,Nonel tube,Product flow,m,Units of length,Materials production;Other materials,2024-04-16T19:00:22.430302+08:00
0312771a-e419-43b7-8e93-f851d58e32b3,钢、铁及其铸件行业 - CN,"Steel, iron and their castings Sectors - CN",Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.919751+08:00
032dc50f-47e6-436c-963f-b17e477926c9,泥浆,Slurry,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.305204+08:00
0330e9ff-a2b5-4380-8c83-e864fc9be882,聚氯乙烯废气,PVC Waste Gas,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:22.388629+08:00
03377e13-45a0-4774-9cc8-37c8c60523f2,涤纶短纤,Polyester Short Fiber,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.193750+08:00
0358fc77-77ec-4174-878d-2424281163c8,淀粉糖浆,Starch Syrup,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.865551+08:00
035b05c1-0d99-49f3-bf87-bff28f160e48,水泥，硅酸盐复合水泥，32.5RMPa,"Cement, portland-composite cement, 32.5rmpa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.381328+08:00
0362054e-ad68-4a82-a055-bb073ab8e103,陶制装饰性花盆,Flower Pot,Product flow,kg,Units of mass,Systems;Other systems,2024-01-03T16:03:41.248209+08:00
03708042-ffb5-4e88-b86f-9dcfd773f883,再生涤纶短纤,Regenerated Polyester Staple Fiber,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.196297+08:00
037103c9-5009-44a2-9d0e-4f1d6b3f41eb,水泥，替代成分 6-20%，42.5RMPa,"Cement, alternative constituents 6-20%, 42.5rmpa",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.383170+08:00
0387054c-15d6-4e16-9f8f-0766754a653a,丁苯橡胶,Emulsion-polymerized styrene butadiene rubber (E-SBR),Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:40.656882+08:00
039e7add-268b-4e4f-92fa-82b400bf63b8,填料,Filler Material,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:22.577111+08:00
03b2a5f8-da07-4099-9d53-be9664dca26f,抗氧抗腐剂T202,Antioxidant and antiseptic agent T202,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:40.695922+08:00
03cc5512-aaa7-45cb-a86f-19156c0d3841,爆竹,Firecracker,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:41.067666+08:00
041d6658-d65a-4cf8-b8c3-bf14772d2a2e,磷酸根,Phosphate radical,Product flow,kg,Units of mass,Emissions;Inorganic covalent compounds,2024-04-16T19:00:21.484307+08:00
049daa8c-b8c1-4042-b1f4-9acfafc1fa28,硬质粘土,"Lech-Lecha, Lekh-Lekha, or Lech-L'cha",Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.321972+08:00
04c6e211-50ed-4035-b8c5-760f62ccf6f3,热处理油,Heat treatment oil,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.581040+08:00
04caea53-a455-4adc-b7d2-3bc102bf7971,血液制品,Blood Products,Product flow,kg,Units of mass,Use and consumption;Consumption of goods,2024-01-03T16:03:41.605221+08:00
04d3fab8-c5d0-41c5-87b6-449116c1dbab,废弃聚对苯二甲酸乙二醇酯,Waste Polyethylene terephthalate,Product flow,kg,Units of mass,End-of-life treatment;Other end-of-life services,2024-04-16T19:00:22.376526+08:00
04d437d1-6da4-4f86-9065-0d05e394c253,加氢裂化尾油,Hydrocracking Tail Oil,Product flow,kg,Units of mass,Energy carriers and technologies;Other non-renewable fuels,2024-04-16T19:00:22.384301+08:00
04e017c0-347a-43bd-8292-cfc39dcaf80e,液态剂型营养食品,Nutrient Solution,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:40.864642+08:00
04ef3e48-e2a1-4bab-a6c0-899025dc45b7,汽车零部件和配件行业 - CN,Auto parts and accessories Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.939917+08:00
0503738b-a582-4603-8b77-4cb0981857ed,实木家具、人造板家具,Solid Wood Furniture,Product flow,m2,Units of area,Materials production;Other materials,2024-01-03T16:03:41.391710+08:00
050a9dc0-7d9a-49da-9ad3-1892d880cdc7,胡萝卜,Carrot,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:22.156990+08:00
05342b0b-c850-45a8-b6dd-1b735e40262a,高硼硅玻璃管,Borosilicate glass,Product flow,kg,Units of mass,Materials production;Glass and ceramics,2024-01-03T16:03:41.153494+08:00
0567dc37-bc2c-4c6f-9768-a0d0ecf7d2c0,丙酮溶液(5mol/L),Acetone solution(5mol/L),Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.102682+08:00
058124f8-5e84-4070-b6c0-4bacac3a0024,氨水,Aqueous ammonia,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:20.928303+08:00
058ecd24-45f7-41a9-b0f6-a5ee6399d426,还原气体,Reducing gas,Product flow,m3,Units of volume,Energy carriers and technologies;Energetic raw materials,2024-04-16T19:00:22.211709+08:00
05b27158-0405-428f-a36a-862cb33b44ae,热轧棒材,Hot Rolling,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.061841+08:00
05bb565f-a834-4543-8d65-dd4029d5deea,杏仁,Almond,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:23.196158+08:00
05d1509f-90d1-4040-a214-88eb44d1c76a,漆料,Vehicle,Product flow,kg,Units of mass,Systems;Vehicles,2024-01-03T16:03:41.414227+08:00
05d2d47e-7784-410a-8d96-c19f93bae229,金属制品修理件、通用设备修理件、专用设备修理件焊接件,Metal Parts,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:41.236677+08:00
05ea5e29-7060-499b-a131-a3bb12d18cce,氢氧化铵,Ammonium hydroxide,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.128497+08:00
063889a6-fcdf-48f8-a229-992a07bc2b0a,粗铅,Crude lead,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.949916+08:00
0683e663-1891-420b-9098-ca741d697656,轻集料混凝土制品,Lightweight Aggregate Concrete,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-01-03T16:03:41.150554+08:00
06b8d05b-e1e6-427b-929c-bb55e84e7c08,氨，无水，液体,"Ammonia, anhydrous, liquid",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.450455+08:00
06ce1f04-75f8-43b5-bea0-af398fdd46b4,中式糕点,Chinese Pastry,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.804071+08:00
06ef0a4e-5735-4180-9388-8787dac2836c,酶,Enzyme,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.509130+08:00
06f104c1-39f2-473f-b063-56a37b463666,资本市场服务 行业 - CN,Capital market services Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.985686+08:00
06f53118-716c-472d-b6f2-c5924840395c,牛肉,Beef,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.243311+08:00
070f4295-0899-48c4-ac74-e7311dd8e53b,铁铝合金,Ferro-aluminium alloy,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:21.464981+08:00
07610a0c-3a4e-4122-b23a-55bd6a86c129,玻璃保温瓶胆,Thermos Bottle,Product flow,kg,Units of mass,Systems;Packaging,2024-01-03T16:03:41.161801+08:00
0797f1e4-8b07-43eb-ac46-c47db3589545,硝酸,Nitric acid,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.025043+08:00
07cc63f9-f70b-4055-95a9-a9f28507313a,激光照排片,Laser Photocomposing Machine,Product flow,m2,Units of area,Systems;Electrics and electronics,2024-01-03T16:03:41.055026+08:00
07e264c5-bbff-496b-b27f-4e7e7be1ffed,顺酐,Maleic Anhydride,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.132292+08:00
08039d9d-c100-4777-81d4-127ce3def20a,焊接烟雾,Welding Fumes,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:21.884851+08:00
080ed40f-32b2-4c78-81f4-f1def79cb452,高铁锰矿,High-iron manganese ore,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.150221+08:00
084a3bc0-51e3-4c71-bd26-236efaeba2b5,燃气,Gas,Product flow,m3,Units of volume,Energy carriers and technologies;Natural gas based fuels,2024-01-03T16:03:40.981396+08:00
08a96ffe-4db5-4405-abdd-d4d03b8b0a55,染料,Dye,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.729252+08:00
08ba1988-ae0d-4976-ad99-c953e19f3ac8,鱼腌制品、甲壳类腌制品、头足类腌制品、藻类腌制品,"Fish, preserved",Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.621178+08:00
08f4988d-e6cd-4473-a51c-a8ea93c3166c,化学药品制剂,Pharmaceutical formulation,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.489841+08:00
0912deaf-306d-482e-a6b3-619b94b4ac18,单一稀土氧化物/单一稀土碳酸盐/单一稀土氯化物,Single Rare Earth Oxide，Single Rare Earth Carbonate，Single Rare Earth Chloride,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:40.905870+08:00
095038c0-4184-41dc-982e-fde18b404f9d,文化和办公设备 行业 - CN,Cultural and office equipment Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.931469+08:00
095d668d-6196-43d7-82b2-655ac9d26693,烷基烯酮二聚体,Alkyl Ketene Dimer,Product flow,kg,Units of mass,Emissions;Acylic organics,2024-04-16T19:00:22.625033+08:00
096e8470-e8e1-4aa9-b35e-c5b4350f145e,含铜废料,Scrap copper,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:20.830736+08:00
096e8b62-cfa5-40e6-b4af-e9d7c92e53b6,三乙胺废物,Triethylamine waste,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:21.942742+08:00
09797370-6632-42aa-9d77-e9d41ff82c75,变性淀粉（工业级）,Modified Starch,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:40.775464+08:00
097bc238-dda4-4296-b6ca-b7c573f7f39d,木质面漆,Wood top-coat,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.894767+08:00
099ef12e-1a6c-4cfc-a320-fe42bd363a91,七水硫酸镁,Magnesium Sulfate Heptahydrate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.007954+08:00
09bad14e-1917-49bd-a1cf-38fc049a56b1,液体乳,Emulsion,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:40.862452+08:00
09da0fe7-5244-4fbe-b452-08de15c0f8ee,颗粒物,Particulates,Product flow,kg,Units of mass,Emissions;Non-metallic or -semimetallic ions,2024-04-16T19:00:22.269693+08:00
0a030d4a-c8f2-45d2-ba0f-4d4a67d63a26,复混肥料,Compound Fertilizer,Product flow,kg,Units of mass,Materials production;Agricultural production means,2024-01-03T16:03:40.750204+08:00
0a0b0e9a-369c-4180-9694-8cb7abb75492,纺织品,Textile,Product flow,kg,Units of mass,"Systems;Textiles, furnitures and other interiors",2024-04-16T19:00:22.073789+08:00
0a639399-eb62-4e1f-a5d3-b7fd47194c95,氢氧化锂,Lithium Hydroxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.428890+08:00
0a8faf13-9861-4805-bcee-a212c6dceb04,纸袋纸、牛皮纸,Paper Bag,Product flow,kg,Units of mass,Materials production;Paper and cardboards,2024-01-03T16:03:41.351657+08:00
0ab18d4b-aae1-4094-9491-cc094d84d6f7,聚氟乙烯 (PVF),Polyvinyl fluoride (PVF),Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.758393+08:00
0ab2b165-c60b-4b8c-9092-45085f7abb32,水泥和石膏产品行业 - CN,Cement and plaster products Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.914632+08:00
0ad5a69c-0b98-4af3-b138-afce258a97cd,风轮机转子的叶片轮毂,Rotors blade hub of wind turbine,Product flow,Item(s),Units of items,Systems;Other machines,2024-04-16T19:00:22.237993+08:00
0af26ed5-6f44-4819-87ce-39aacddf2c00,兽用中药饮片,Veterinary Traditional Chinese Medicine Pieces,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.472850+08:00
0b3e6532-afc0-46d8-a8ae-c9969da970c9,氧化钾,Potassium oxide,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:21.123528+08:00
0b50e044-b2ec-49e2-9b3b-c9a184dced4c,漏斗-沉箱式导水门,Funnel and caisson-based gate,Product flow,Item(s),Units of items,Materials production;Other materials,2024-04-16T19:00:23.262634+08:00
0b7897b5-6629-406c-875f-4782c62ba08c,农业技术服务 行业 - CN,Technical services for agriculture Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.867151+08:00
0b8f520d-2af6-4565-8d3b-9c9e1b984e68,石膏粉,Gypsum Powder,Product flow,kg,Units of mass,Systems;Construction,2024-04-16T19:00:22.070337+08:00
0ba1c6b7-1a4d-46c5-992b-34c7a149294c,其他洗煤,Other Washed Coal,Product flow,kg,Units of mass,Energy carriers and technologies;Hard coal based fuels,2024-04-16T19:00:23.365044+08:00
0baac448-32a1-4b9f-afec-69a9b9b203ac,分类废纸,"Waste paper, sorted",Product flow,kg,Units of mass,Materials production;Paper and cardboards,2024-04-16T19:00:23.056907+08:00
0bb9a6f1-8ea9-47ee-b037-adde2b39b9c5,白湿毛皮（细杂皮）,Furskin,Product flow,Item(s),Units of items,Materials production;Other materials,2024-01-03T16:03:41.444949+08:00
0bd53634-5ee7-4086-b7be-18097ef2dd97,三元正极材料,Ternary cathode material,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.948135+08:00
0bf7f8c2-3539-4082-a231-d8354b15817f,金属碎片,Metal Fragment,Product flow,kg,Units of mass,Emissions;Metal and semimetal elements and ions,2024-04-16T19:00:21.810783+08:00
0c18c0ee-7deb-4e22-802e-75662636861b,色丝、印染丝织物,Dyed Silk,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.310813+08:00
0c581697-0eed-4b86-a070-b94966eb7344,粉末涂料,Powder Coating,Product flow,kg,Units of mass,Systems;Paints and chemical preparations,2024-01-03T16:03:41.228857+08:00
0cf61f85-2df7-4f65-be58-257d4252fb02,石膏板,Gypsum Board,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-01-03T16:03:41.151445+08:00
0cfee66a-2375-44b2-81f5-d49b4712bca5,电解液、KOH、LiOH 添加剂,"Electrolyte, KOH, LiOH additive",Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.903970+08:00
0d0e3c27-1f93-4dc1-80d0-392a3226cd4f,氯化铵,Ammonium Chloride,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:20.914880+08:00
0d1da6cd-0e74-4c6a-82e7-8601c084410f,半成品肠衣,Semi-finished sausage casing,Product flow,Item(s),Units of items,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.542984+08:00
0d218f74-181d-49b6-978c-8af836611102,煤矸石,Gangue,Product flow,kg,Units of mass,Energy carriers and technologies;Hard coal based fuels,2024-04-16T19:00:23.378329+08:00
0d226b5c-8f36-4259-9797-e852772918f0,半化学浆,Kraft Pulping,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.405144+08:00
0d6b56ce-a3f4-4fe3-b376-facd5b6f0bfc,其他社会服务 行业 - CN,Other social services Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.996591+08:00
0d80f4b8-8f26-4eee-8b81-df499c4c9dff,铜管材,Tubing,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:40.990224+08:00
0d84cdfe-bcf2-4821-8f34-d93b9f611c11,酚醛树脂,Phenolic resin,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.997397+08:00
0d947db3-159c-4778-a8f0-b6a48aa86480,柔性聚氨酯软管,Flexible Polyurethane Hose,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:23.106353+08:00
0da47044-77d4-4321-a2d3-87e84c19c432,方解石,Calcite,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.370369+08:00
0dbfdffc-dbe5-49e9-9ed3-148d965fb1f9,一般固体废物,General Solid Waste,Product flow,kg,Units of mass,Wastes;Other waste,2024-04-16T19:00:22.362805+08:00
0dfa787a-4619-4b13-8620-c242153fc6f2,三氧化二氮,Nitrogen trioxide,Product flow,kg,Units of mass,Emissions;Inorganic covalent compounds,2024-04-16T19:00:22.170559+08:00
0e50239e-3da7-4016-94a1-d8af50f9d9b3,果蔬固体饮料,Solid Beverage,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.591041+08:00
0e65781c-6b0c-4f05-8e2c-361fb9daee1a,锰矿粉,Manganese Ore,Product flow,kg,Units of mass,Materials production;Raw materials,2024-01-03T16:03:41.084749+08:00
0e7c9203-4edd-4577-82cf-bf5c918b8911,汽油调和组分,Blend Labs,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.089361+08:00
0e894e31-0583-4992-b9db-13fb69572b47,煤,Coal,Product flow,kg,Units of mass,Energy carriers and technologies;Energetic raw materials,2024-04-16T19:00:22.377803+08:00
0e8ef9e0-614a-4c42-9bcb-25b51db3d3b2,磷石膏,phosphogypsum,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2023-09-01T20:22:54.193089+08:00
0e904c54-fee1-4507-9cf9-361dc259505e,磷石膏,Phosphogypsum,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:22.460295+08:00
0e9b30a3-8769-480e-a8ff-e7f1aa3f752f,镍铁,Ferronickel,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.934954+08:00
0ee52d35-6fea-4c7a-8922-fe2164a5d84b,乙炔,ethyne; acetylene,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:40.728682+08:00
0ef11ca4-62b6-4a66-b5d9-76d6539ec86e,氢氧化钙,Calcium hydroxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.596586+08:00
0ef24fa9-5c4e-4d14-bc6d-d0f5d918fa9a,大黄鱼的小幼鱼,Small juveniles of large yellow croake,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:21.559013+08:00
0ef5abd6-80b0-4f34-b0f6-e796ec0a6ff4,热处理件,Heat Treatment,Product flow,kg,Units of mass,Materials production;Other materials,2024-01-03T16:03:41.216841+08:00
0ef72469-f2e0-4bec-bf15-09444f57a5c7,钢铁加工行业 - CN,Steel processing Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.920726+08:00
0f08915f-bcc7-47b1-bfdc-2fa2669ec469,硼矿,Boron Ore,Product flow,kg,Units of mass,Materials production;Raw materials,2024-01-03T16:03:41.314769+08:00
0f15889e-20ac-4912-80a7-23d0309aaefa,非甲烷挥发性有机化合物,Non-methane volatile organic compounds,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.691482+08:00
0f1b2d67-7a31-4b69-822e-2cdc8a012914,辅助的,Auxiliary,Product flow,kg,Units of mass,Materials production;Other materials,2024-04-16T19:00:21.931495+08:00
0f3ddaf9-cb95-4201-b985-ce881a226cd4,钨丝,Tungsten filament,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-01-03T16:03:40.915537+08:00
0f4683ea-c164-4c1b-ae00-2d9dfb63d1d6,化学品，无机,"Chemicals, inorganic",Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:20.944302+08:00
0f531b7b-3db2-4ca5-be7a-059064734fcc,电石,Calcium carbide,Product flow,kg,Units of mass,Materials production;Raw materials,2024-04-16T19:00:22.266131+08:00
0f7ce22c-71cc-4c6c-aa33-d4074f9a03c7,铅酸蓄电池,Lead Acid Battery,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:22.046610+08:00
0f8a813d-69d6-4e9e-86a0-b110098fd0c8,超高分子量聚乙烯纤维,Ultra High Molecular Weight Polyethylene Fiber,Product flow,kg,Units of mass,Materials production;Plastics,2024-01-03T16:03:41.175525+08:00
0f8ef7c3-7243-45ee-8575-371f9182265d,铜精矿,Copper concentrates,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:21.007765+08:00
0f91817c-409e-41fc-b81d-42248262b163,锂辉石（0.7%氧化锂）,Spodumene（0.7% Li2O）,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:22.500416+08:00
0fab8c14-7641-454b-9f45-9201ddfe567a,竹制人造板、竹地板、竹、藤棕、草制品,Bamboo Curtain Laminated Lumber,Product flow,m3,Units of volume,Materials production;Wood,2024-01-03T16:03:41.343428+08:00
0fb512cb-6152-40cc-ad5a-f2f15c4dd971,植物蛋白固体饮料,Plant Protein Beverage,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-01-03T16:03:41.592910+08:00
0fc62f17-4c99-4e20-9746-e51037263b5a,绿压,Green-pressing,Product flow,kg,Units of mass,Energy carriers and technologies;Renewable fuels,2024-04-16T19:00:22.825673+08:00
0fd79ba4-6390-4c30-be0c-99ac9e35e8bb,水性平版油墨,Water-based ink,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:41.358940+08:00
0ff268c9-f1c2-4b90-bc97-d3744cd9d625,葡萄糖酸盐,Gluconic Acid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-01-03T16:03:40.860090+08:00
